Topic,Words,Frequency,Class
0,"lånen, digitala, folkbibliotek innehålla, biblioteken, analoga",6,Nässjö
6,"barnen, förskolan, brinellgymnasiet, kommun finns skolbibliotek skolans lokaler, lpfö 18 skolverket 2018",1,Nässjö
7,"skolbiblioteket, sätt elever pedagoger, skolbiblioteket tillgängligt enkelt sätt elever, enkelt sätt elever pedagoger, sätt elever",2,Nässjö
17,"attraktiva gäller våga prova, arbetssätt nytänkande verksamhetsutveckling, arbets angreppssätt tekniken idag, arbetssätt nytänkande verksamhetsutveckling uppmuntras premieras, arbetssätt nytänkande verksamhetsutveckling uppmuntras",1,Nässjö
29,"elevernas, andra synvinklar samt, åsikter andra synvinklar, åsikter andra synvinklar samt, andras åsikter andra synvinklar samt",2,Nässjö
-1,"dorotea, dorotea bibliotek, genom, barn, bibliotek",20,Dorotea
0,"samisk förvaltningskommun, förvaltningskommun, samisk, dorotea, inriktning",1,Dorotea
2,"v8, dorotea, demokrati, ge stort, västerbottens inland gemensamt mål",1,Dorotea
7,"skolbiblioteket, dorotea kommuns, stärka elevers, stärka, perioden 2020 2023",1,Dorotea
12,"dorotea, främja, kultur, mål, dorotea kommuns",5,Dorotea
-1,"säters, sätt, kommer, säters bibliotek, lär",11,Säter
0,"säters, digitala, säters digidelcenter, fixoteket, digidelcenter",2,Säter
1,"plats, biblioteket, möten möjliggörare, möten, människors",3,Säter
2,"säters bibliotek, säters, mål, längre arbetet mål säters bibliotek, delaktighet byggs demokratiskt samhälle medskapande",1,Säter
3,"säters, biblioteks utvecklingsområden processer planperioden, biblioteks utvecklingsområden, säters biblioteks utvecklingsområden processer, utvecklingsområden processer planperioden",1,Säter
12,"nämndplanen, verksamhet medskapande gynnar jämställdhet, områden kommer, särskilt områden kommer följas, jämlikhet hälsa",2,Säter
28,"oavsett medium, medium, sätt, berättelser, läsning",1,Säter
3,"rfk, wloo, vnd, dww, phg",1,Täby
-1,"mörbylånga, mörbylånga kommun, biblioteken, kommun, även",12,Mörbylånga
0,"digitala, fysiska, biblioteket, existera, kompletterar fysiska bibliotekets",2,Mörbylånga
1,"mer öppet, biblioteken, biblioteket, mörbylånga, färjestadens bibliotek",4,Mörbylånga
2,"mörbylånga kommun, mörbylånga, kalmar, län, kommun",1,Mörbylånga
3,"biblioteket utvecklingsmål, utvecklingsmål, mörbylånga kommun, mörbylånga, kommun",1,Mörbylånga
5,"ansvar bibliotekschef tillsammans, ansvar bibliotekschef tillsammans verksamhetschefen, delårsrapporten ansvar bibliotekschef tillsammans, uppföljning även göras delårsrapporten ansvar, delårsrapporten ansvar bibliotekschef tillsammans verksamhetschefen",1,Mörbylånga
6,"åk, skola åk, alunskolan, färjestadens, skola",1,Mörbylånga
10,"nationella, svenska, minoritetsspråken, nå nya användare, nationella minoritetsspråken",1,Mörbylånga
19,"kommun 2025 erbjuder biblioteket även, fossilbränslefri, arbete nå fossilbränslefri, 2025 erbjuder, kommun 2025",2,Mörbylånga
-1,"sorsele, sorsele kommun, biblioteket, barn, samt",31,Sorsele
1,"filmkväll ungdomarna byn ta, prioriteras inköp uppgradering beståndet sorsele, urval gallring påbörjas göra, biblioteket även duk kunna titta, biblioteket även duk",1,Sorsele
2,"västerbottens inland, inland, namnet, västerbottens, samverkan",2,Sorsele
4,"behov litteratur, litteratur, behov, innan 2022 enligt, innan 2022 enligt tillgänglighetsplanen 2018",1,Sorsele
9,"befolkningen utgörs ca 11 procent, befolkningen utgörs ca, ca 11 procent, ca 11 procent utrikes, ca 11 procent utrikes födda",2,Sorsele
10,"minoritetsspråken, nationella, svenska, nationella minoritetsspråken, minoritetsspråken svenska lätt",2,Sorsele
11,"v8, kostnader, samråd biblioteken, kvalitén kultur biblioteksverksamheten säkras, skolmedia böcker skönlitteratur",1,Sorsele
21,"biblioteket, andra, samverka andra aktörer kulturområdet biblioteket, andra bibliotek studieförbund organisationer, nätverk andra bibliotek studieförbund",1,Sorsele
-1,"at, biblioteket, grums, personer, bibliotekets",28,Grums
0,"at, digitala, ikt, ikt verktyg, verktyg",4,Grums
1,"grums, biblioteket aktivt, biblioteket, at, plats",1,Grums
2,"tjänster, värmland, at, mötesplats öppen naturlig utveckling bibliotekets, tjänster nätet innebär at",1,Grums
4,"at, annat genom at, bland annat genom at, erbjuda literatur, genom at",1,Grums
5,"verksamhetsbeskrivningar, an bibliotekets, konkret an bibliotekets, åtgärdsförslag utgår strategierna beskrivna, konkret an",2,Grums
10,"svenska, at, literatur, andra språk, nationella",2,Grums
18,"folkbiblioteken, at, tid, tillgång, literatur",2,Grums
20,"ansvarar, staten, ansvarar staten, landstingen, enskilda",3,Grums
21,"at, utveckling grums, grums, utveckling grums bibliotekstrategier, bibliotekstrategier",1,Grums
26,"avgifsfrit ställa literatur, avgifsfrit ställa, ställa literatur, avgifsfrit, lånecentraler",1,Grums
-1,"biblioteket, ljusdals, genom, barn, helge",22,Ljusdal
1,"biblioteket, mål biblioteket, zoner finnas, zoner finnas lokalen behöver, lokalen behöver",4,Ljusdal
2,"samarbetspartners, lokala, bokhandeln lokala, studieförbund lokala bokhandeln lokala, omsorgsenheterna samarbetspartners kommunen",2,Ljusdal
5,"utvärdering, biblioteksplanen, centralbyrån scb biblioteksplanen, politiker verksamhetsberättelse inlämnas, genom rapportering förvaltningschef politiker",1,Ljusdal
6,"skolor, bibliotek bemannade personal folkbiblioteket kommunens, folkbibliotekens service skolbibliotekens standard, bibliotek använder, flera kommunens skolor förskolor färila",1,Ljusdal
11,"ljusdals, 1989 11 20, referenser bibliotekens, svenska biblioteksföreningen 2014, bibliotekens internationella manifest svenska biblioteksföreningen",1,Ljusdal
13,"minst, år, digital delaktighet barnen ljusdals, information talböcker genomföras biblioteket, barn ungdomslitteratur minst",1,Ljusdal
14,"ljusdals, 01, tillgänglig organisation, ljusdals kommun 2019, organisation ljusdals",1,Ljusdal
15,"helge biblioteken, utbud media, helge, låntagarna, boken",1,Ljusdal
16,"elevernas, stödja elevernas lärande, stödja elevernas, elevernas lärande, stödja",1,Ljusdal
17,"utveckla elevernas, kvalité, kompetensutveckling, personalen behöver kontinuerlig kompetensutveckling utbildning, samhället stort medför personalen behöver",1,Ljusdal
21,"bibliotekets, hösten, kommunen, teknik, plats hösten 2018 biblioteket",2,Ljusdal
22,"helge, utbudet, litteraturskatt invånarna länet, stora utbudet, utveckla biblioteksservicen medborgarna stora utbudet",1,Ljusdal
-1,"biblioteken, olika, finns, barn, del",39,Karlstad
0,"digital, digitala, mik, bred utvecklingsfråga skapa hållbart, längre it fråga",3,Karlstad
2,"samarbetet, bibliotek värmland samarbetet, värmland samarbetet, bibliotek värmland, länet",3,Karlstad
4,"biståndskontoret ansvarar, biståndskontoret, ansvarar, beställning insatser gentemot såväl verksamhet, drivs privata utförare",2,Karlstad
5,"karlstads kommun, karlstads, handlingsplan, exempel, plan beskriver kommunen vill",4,Karlstad
6,"avgränsade, rollen, gymnasiebiblioteken, egna avgränsade, fackutbildade bibliotekarier samt",1,Karlstad
8,"möjligheter tillfredsställa behov barnkonventionen, behov tillgänglig öppen biblioteksverksamhet, generationers möjligheter tillfredsställa behov barnkonventionen, behov tillgänglig, generationers möjligheter tillfredsställa",1,Karlstad
11,"personal, bibliotekansvarmålgruppfackutbildad, bibliotek kommunen, tar del, tar",1,Karlstad
12,"kulturupplevelser, god, delta målet karlstads kommuns folkhälsoarbete, tillgänglighet bra, karlstadsborna kunna delta målet karlstads",1,Karlstad
16,"grundskola, skollagen, tillgång, eleverna, skollagen 2010 800",1,Karlstad
17,"uppsökande delen annan utmaning veta, plats uppsökande delen annan utmaning, uppfyller mångfaldsbegreppet medie, uppsökande delen annan utmaning, mångfaldsbegreppet medie",1,Karlstad
18,"reality, folkbiblioteken, verklighet, tillgång, tjänster",1,Karlstad
23,"mobila biblioteket, mobila, uppsökande verksamhet, erbjuda mobila biblioteket omfattar uppsökande, biblioteken erbjuda mobila biblioteket omfattar",1,Karlstad
29,"läsförståelse, elever pirls, kunskaper läsförståelse matematik naturvetenskap, negativ utveckling, naturvetenskap pisa 2018 pekar",1,Karlstad
-1,"genom, äldre, små, äldre invånare, barn",6,Munkedal
3,"biblioteksplan, dokumentansvarig anders, kommunen planen anger riktningen samverkan, främja intresset läsning kultur folkbildning, kommunen planen anger riktningen",1,Munkedal
-1,"rättviks, ge kommunens invånare, ge kommunens, ge kommunens invånare möjlighet, kommunens invånare möjlighet",7,Rättvik
3,"sid, antal, dalarna, inköp, skönlitteratur nyanlända inköp",3,Rättvik
4,"antal, antal program, program, studieförbunden barn, dalarna studieförbunden",1,Rättvik
9,"år äldre ökat 26 föregående, äldre ökat 26, äldre ökat 26 föregående, andelen 65 år äldre ökat, 65 år äldre ökat 26",2,Rättvik
14,"biblioteksplan, lokal, dokument presenteras endast målinriktning, endast målinriktning målen uppnås förtydligas, biblioteksplan medverka",1,Rättvik
-1,"tjörns, biblioteket, barn, litteratur, tillgång",15,Tjörn
0,"digitala, digital, form digitala virtuella, information kommunikation tillgänglig datorer, form digitala virtuella biblioteketbiblioteket samverka",1,Tjörn
1,"verksamheten servicen hög kvalitet kompetent, genomsyrar verksamheten, inspiration upptäckarglädje skapas biblioteket neutral, upptäckarglädje skapas biblioteket neutral, kompetent personal professionellt vägleder kunderna",1,Tjörn
2,"väst, bibliotek väst, finns länsbiblioteksfunktion samlar stödjer utvecklar, externa samarbetspartners bland annat, utvecklar biblioteken",3,Tjörn
3,"samverkan, biblioteksplaner, syftet, nationell, samverkan 11kompetensutvecklinguppföljning utvärderingbilaga bibliotekslagenbakgrund syfteriksdagen",1,Tjörn
4,"personer, folkbibliotek, annat, nationella, svenska",3,Tjörn
9,"barn unga unga, unga unga, unga, kommunen, unga vuxnasärskild",1,Tjörn
14,"biblioteksverksamhet, allmänna biblioteksväsendet, biblioteksväsendet, allmänna, biblioteken allmänna biblioteksväsendet",1,Tjörn
17,"kungliga biblioteket ansvarar öka delaktigheten, verksamheten behöver kunna möta, kompetens verksamheten behöver, nyrekrytering inventering alltid göras kompetens, nyrekrytering inventering",1,Tjörn
18,"folkbiblioteken, tid, få, tillgång, litteratur",1,Tjörn
20,"ansvarar, staten, ansvarar staten, enskilda, kommuner",3,Tjörn
21,"information, nå arrangemangbiblioteket erbjuda aktiviteter bidrar, medier utvecklas information kommunikation, information användningen sociala medier, information användningen sociala",1,Tjörn
26,"lånecentraler, förfogande, avgiftsfritt, medieförsörjning finnas flera, medieförsörjning finnas",2,Tjörn
-1,"haninge, biblioteken, olika, biblioteket, biblioteken haninge",25,Haninge
0,"nya, digitala, krav, delaktighet, nya krav",2,Haninge
1,"biblioteket, arena, demokratisk arena biblioteket förmedlar litteratur, människors fria kunskapssökande biblioteket svarar, arena biblioteket förmedlar litteratur",1,Haninge
2,"samverkan, biblioteken, bibliotek, andra, haninge",3,Haninge
3,"haninge, haninge kommun 2017, haninge kommun, 2017, kommun 2017",1,Haninge
5,"nyckeltal, följa, utvecklingen, uppföljning, utvecklingen talen verktyg",1,Haninge
9,"invånare, invånare öka, öka, nyckeltal, år",2,Haninge
28,"läsning, bvc omfattande verksamhet, verksamhet målgruppen barn, omfattande verksamhet målgruppen, teaterföreställningar bokprat elever",1,Haninge
-1,"handlingsplan, nbbf, brukare, antalet genomförda, bibliotekstjänster",2,Tanum
1,"bibliotekserbjudande, erbjuder, vägledning, rörelse kulturell kärnproduktion arrangörskap civilsamhällets, bibliotekserbjudande tanums bibliotek",1,Tanum
14,"hjälpa, åsiktsbildning, andra, förtroende ansvar respekt omtanke, hjälpa andra syfte bygga",1,Tanum
-1,"biblioteket, samt, biblioteksplanen, biblioteket arbeta, bibliotekets",10,Skinnskatteberg
1,"meröppet bibliotek, arbete, meröppet, bibliotekets, dels",1,Skinnskatteberg
2,"studieförbund civilsamhälle, föreningar studieförbund civilsamhälle, civilsamhälle, biblioteket samarbeta, västmanland",1,Skinnskatteberg
3,"skinnskattebergs kommun, skinnskattebergs, bibliotekets, biblioteksplan, anger",1,Skinnskatteberg
4,"ta, behov, barns ungdomars, kunna ta del, kunna ta",1,Skinnskatteberg
10,"nationella, minoritetsspråken, nationella minoritetsspråken, svenska, andra",1,Skinnskatteberg
17,"bibliotekets, bibliotekets användare, bibliotek biblioteket, meröppet bibliotek, kompetensutveckling",1,Skinnskatteberg
-1,"töreboda, bibliotek, bibliotek mellansjö, mellansjö, biblioteket",13,Töreboda
2,"invånare, bibliotek mellansjö, mellansjö, åtta, samarbetet",2,Töreboda
21,"töreboda, bibliotekets publika, biblioteket, rfid teknik, rfid",2,Töreboda
-1,"biblioteket, fs, härryda kommun, härryda, lärande",12,Härryda
0,"samhället, verka minska digitalt utanförskap, verka minska digitalt, verka minska digitalt utanförskap samhället, minska digitalt utanförskap samhället",2,Härryda
1,"biblioteket, plats, professionellt inkluderande, allas bibliotek biblioteket samman, allas bibliotek biblioteket",2,Härryda
6,"gymnasium, fristående, gymnasium tre fyra, gymnasium tre fyra folkbiblioteken, fristående gymnasium",1,Härryda
25,"mölnlycke, härryda, biblioteksplan, antagen, verksamheten",1,Härryda
-1,"tierps, biblioteken, tierps kommun, bibliotek, barn",31,Tierp
0,"digitala, biblioteken, vägledning, delaktighet, uppdrag attsprida",2,Tierp
1,"biblioteksrummet, kapprumsbibliotek, bibliotek, komplement, bemannade",2,Tierp
3,"tierps, tierps kommun, biblioteksplan tierps, biblioteksplan tierps kommun, kommun",1,Tierp
5,"sfs, biblioteksplanen, gymnasiebiblioteksverksamheterna kommunen styrdokument, skolbibliotek gymnasiebiblioteksverksamheterna kommunen, gymnasieskola samt kommunens egen",1,Tierp
6,"tierps, tierps kommun, tierps kommun tierps bibliotek består, unga prioriterade bibliotekens barnverksamhet, unga prioriterade bibliotekens",1,Tierp
10,"finska, biblioteken, kulturen biblioteken användarvänlig, inspirerande biblioteket biblioteken plats, biblioteken användarvänlig",1,Tierp
14,"utveckling, fri, verka, utveckling genom, biblioteken",1,Tierp
29,"eleven lära, årskurs eleven, årskurs eleven lära, eleven, källor",1,Tierp
-1,"jönköpings län, jönköpings, län, biblioteket, habo",12,Habo
0,"utanförskap, ändamål saknas kompetensen stor, ändamål saknas, grad få jobb, samhället biblioteket viktig roll motverka",1,Habo
1,"habo, biblioteket, habo bibliotek, habo bibliotek vill, marknadsföra bibliotekets",3,Habo
2,"uppnå, uppnå prioriterade målet tagits, tillgång litteratur möjlighet ta, uppnå jämlik god biblioteksservice uppnå, målet tagits fram förvaltningsnivå krävs",1,Habo
4,"bibliotekslagen biblioteken allmänna biblioteksväsendet ägna, annat, nationella, svenska, allmänna biblioteksväsendet ägna särskild uppmärksamhet",1,Habo
5,"biblioteksplanen utvärderas årets slut, år kommer verksamhetsplan skrivas utgår, skola biblioteksplanen revideras hösten, hösten 2024 år kommer verksamhetsplan, utvärderas årets slut",1,Habo
6,"jönköpings län, jönköpings, län, 2020 jönköpings län, 2020 jönköpings",1,Habo
17,"personalen, personalen lär genom reflektera kunskapsutbyte, lär genom reflektera, lär genom reflektera kunskapsutbyte, personalen lär genom",2,Habo
24,"habo, timmar, öppet, fem, veckan",1,Habo
25,"habo, habo kommuns, kommuns, hållbara kommunen hela, vision hållbara kommunen hela livet",3,Habo
-1,"skolbiblioteket, barn, främja, biblioteket, olofströms",22,Olofström
0,"digitala, digitala tjänster, tjänster, öka, bibliotekslagen 2013 801",5,Olofström
1,"engagemang, organisationer, olika behov, bibliotek, mötesplats",2,Olofström
2,"kring, blekinge, bibliotekscheferna träffas ggr, blekinge kommunerna bibliotekscheferna träffas ggr, samverkan blekinge kommunerna bibliotekscheferna",2,Olofström
3,"2019, olofströms, 2019 2022, olofströms kommun 2019, 2022",1,Olofström
6,"finns, autismspektrumtillstånd ast finns också, friskolor kommunen nordenbergsskolan förutom, orientering innebandy sport, också idrottsgymnasium sporter bla",1,Olofström
7,"skolbiblioteket, möter elevers, möter elevers behov, skolans, se verksamheten",3,Olofström
9,"näringsgrenen, största näringsgrenen, tillverkningsindustrin största, tillverkningsindustrin största näringsgrenen, största",2,Olofström
14,"allmänna, åsiktsbildning, fri åsiktsbildning, fri, allmänna biblioteksväsendet",1,Olofström
17,"samhället biblioteket plats invånarna vänder, biblioteket används större, mötesplats samhället biblioteket plats, biblioteket plats invånarna vänder, mötesplats samhället biblioteket plats invånarna",1,Olofström
18,"antal utlån, folkbiblioteken, litteratur, utlåningsgrad, utlån",1,Olofström
23,"olofströms, olofströms kommuns, regionala digitala, kommuns, 2018",1,Olofström
26,"regionala, bibk, landsting, regional, blekinge kronoberg",1,Olofström
29,"eleverna, viktigt eleverna får vistas miljöer, eleverna viktigt eleverna får, får vistas miljöer, naturlig del livet rektor",1,Olofström
-1,"biblioteken, bibliotek, samhällen, demokratiska hållbara samhällen, demokratiska hållbara",18,Örnsköldsvik
1,"tillgängliga, biblioteken, värna, samhällslivet fysiska, kunskaps litteraturförmedling programverksamheten",2,Örnsköldsvik
2,"samverkar, skolbibliotek samverkar, västernorrland andra kommunbiblioteken, region västernorrlands biblioteksarbete fastställs, andra kommunbiblioteken",1,Örnsköldsvik
7,"elevernas, läroplanerna, skolbibliotekets verksamhet, skolbibliotekets, skolans",1,Örnsköldsvik
8,"barnets, rättigheter, fn konvention barnets, konvention barnets, fn konvention",1,Örnsköldsvik
10,"nationella, nationella minoriteterna, minoriteterna, kreativitet, majoritetssamhället genom synliggöra olika",1,Örnsköldsvik
14,"präglas, präglas neutral hållning öppenhet olika, speglar idén demokratin befästs, förutsättningar fritt åsiktsutbyte innebär verksamheten, perspektiv åsikter utbudet präglas kvalitet",1,Örnsköldsvik
19,"bidrar, leda ökad hälsa livskvalitet invånarna, livskunskap därigenom, ökad hälsa livskvalitet invånarna örnsköldsviks, litteratur läsning bidrar",1,Örnsköldsvik
25,"policyn, biblioteksverksamheten, anger, strategi, styrdokument",1,Örnsköldsvik
28,"barn, läskunnighetsarbetet biblioteken arbetar, gentemot barn utifrån, samman lusten läsa läser därför, barn utifrån årligen formulerad läsfrämjandeplan",1,Örnsköldsvik
-1,"karlshamns, medier, karlshamns kommun, tillgång, finns",52,Karlshamn
0,"digitala, tjänster, öka medborgarnas, medborgarnas, öka",6,Karlshamn
1,"tillgång bibliotekets, tillgång, öppettider veckans, stadsbiblioteket fortsatt lokaliserat, fortsatt lokaliserat citygallerian",3,Karlshamn
2,"blekinge kronoberg, medier, kronoberg, blekinge, samverkan",5,Karlshamn
3,"karlshamn, utvecklingsmål, 10, karlshamns, kommun",1,Karlshamn
6,"karlshamns, finns, skola, grundskolor, kommunens",2,Karlshamn
7,"anpassade medier, anpassade, medier, pedagoger, elever",2,Karlshamn
9,"riket, lägre, genomgått eftergymnasial, eftergymnasial utbildning lägre, även andelen befolkningen genomgått",2,Karlshamn
10,"nationella, annat, modersmål, kommunprogram, svenska",2,Karlshamn
13,"böcker, bokprat, personer särskilda behovbiblioteket erbjuder anpassade, läsa utifrån förutsättningar finns talböcker, används bokprat skolklasser besöker folkbiblioteken",1,Karlshamn
15,"inköp, medier, inköpsförslag, utbud, finns",12,Karlshamn
17,"arbetssätt implementeras exempelvis tydlig, implementeras exempelvis, arbetssätt implementeras exempelvis tydlig projektorienterad, exempelvis tydlig projektorienterad organisation, arbetssätt implementeras exempelvis",2,Karlshamn
19,"entreprenörskap, företagsamhet entreprenörskap, företagsamhet, finns tillgänglig flera kommunens, inriktningsmål stark koppling människors möjligheter",1,Karlshamn
23,"karlshamns, bibliotek, karlshamns folkbibliotek, gemensam, gemensam katalog",4,Karlshamn
-1,"hultsfreds, skolbibliotek, målilla, hultsfred, barn",9,Hultsfred
2,"regional, kalmar län, kalmar, län, stor betydelse stärka folkhälsan öka",1,Hultsfred
4,"svenska, personer, besöka, litteratur, annat",2,Hultsfred
10,"erbjuda, svenska, litteratur, språk, nationella",1,Hultsfred
14,"allmänna biblioteksväsendet, allmänna, biblioteksväsendet, biblioteken allmänna biblioteksväsendet, biblioteken allmänna",1,Hultsfred
-1,"söderhamns, genom, andra, bibliotekets, medier",7,Söderhamn
10,"andra, språk, svenska, andra språk svenska, språk svenska",1,Söderhamn
22,"helge, samarbetet, helge samarbetet, familjen, helsingborg",1,Söderhamn
23,"söderhamns, uppdraget, kommunkultur samhällsserviceförvaltningensöderhamns folkbibliotek består huvudbiblioteket, allmänhetens behov önskemål biblioteket, söderhamns kommunkultur samhällsserviceförvaltningensöderhamns",1,Söderhamn
29,"läslust genom erbjuda visning folkbiblioteketbjuda, erbjuda visning folkbiblioteketbjuda, bokskolaerbjuda bokprat biblioteketbjuda in, bokskolaerbjuda bokprat, bokskolaerbjuda bokprat biblioteketbjuda",1,Söderhamn
-1,"biblioteket, barn, genom, tomelilla, olika",31,Tomelilla
0,"digitala, alltmer, biblioteket, kunskap, samhälls",4,Tomelilla
1,"biblioteket, genom, målgrupper, mötesplats, kommuninvånarna läsfrämjande verksamhet",1,Tomelilla
4,"folkbiblioteken, annat, litteratur anpassad behov folkbiblioteken, anpassad behov folkbiblioteken ägna särskild, anpassad behov folkbiblioteken ägna",2,Tomelilla
5,"samt vård, omvärldsfaktorer, biblioteksplanen, vård, politik finns flertal",1,Tomelilla
6,"vt, vt 2021, friskola, folkhögskola, elever",7,Tomelilla
8,"barnkonventionen, skolbibliotekens, barn, främja möjliggöra barn ochungas delaktighet, unga del arbetet innebär främja",1,Tomelilla
14,"också främja information upplysning, biblioteksservice finnas tillgänglig, litteratur också främja, samt kulturell verksamhet övrigt biblioteksservice, tillgång litteratur också främja information",1,Tomelilla
16,"upphöra gälla 36, gälla 36 eleverna grundskolan grundsärskolan, 1996 1596 upphöra gälla 36, upphöra gälla 36 eleverna grundskolan, upphöra gälla 36 eleverna",1,Tomelilla
20,"ansvarar, staten, landstingen, ansvarar staten, ansvarar landstingen",3,Tomelilla
24,"timmar, ligger centralt, , kulturhuset, centralt",1,Tomelilla
25,"biblioteksplanen, förbiblioteksverksamheten biblioteksplanen anger strategiska, målsättningarna verksamheten planen sätt, tomelilla kommun enligt, förbiblioteksverksamheten biblioteksplanen",1,Tomelilla
26,"lånecentraler, högskolebibliotek, regional biblioteksverksamhet, medieförsörjning finnas, medieförsörjning finnas flera",2,Tomelilla
28,"stötta barn ochunga, också första, barn ochunga sökande kunskap, målgrupp tomelilla bibliotek bibliotekets uppdrag, barn ochunga sökande",1,Tomelilla
-1,"biblioteket, finns, barn, olika, vimmerby",64,Vimmerby
0,"digitala, internet, informations kunskapsklyftorna, leder informations, kunskapsklyftorna medborgare ökar",3,Vimmerby
1,"filialen, filialen storebro, storebro, kommer, storebro få nytt",2,Vimmerby
2,"kalmar, region kalmar, region, kalmar län, länet",3,Vimmerby
3,"bilaga, biblioteksplan, bakgrund syfte, vimmerby, statistik",2,Vimmerby
4,"nationella, annat, svenska, allmänna biblioteksväsendet ägna särskild uppmärksamhet, biblioteksväsendet ägna särskild uppmärksamhet",1,Vimmerby
11,"utlån, jämlik utbud plan kontakta, smålandsavdelningen inget referensexemplar, inget referensexemplar annika, tillgänglighetsplan handlingsplan mångfald funktionsvariationer hbtq",1,Vimmerby
13,"barnbibliotekarien, barnbibliotekarien ansvarar, ansvarar projekt, barnbibliotekarien ansvarar projekt, projekt",2,Vimmerby
15,"vimmerby, filialerna, gallring, inköp, böcker",12,Vimmerby
21,"huvudbiblioteket, hemsidan, nätverk, surfplattor, bibliotekets",4,Vimmerby
23,"astrid, lindgrens, astrid lindgrens, referensbibliotek, referensbibliotek inga utlån",3,Vimmerby
29,"elever skall första läsåret, bibliotekarien bättre kunna, utifrån konkret uppgift få, skoldagarna mål elever skall första, samarbetet folkbiblioteket genom",1,Vimmerby
-1,"ulricehamns, ulricehamns kommun, biblioteken, kommun, verksamhet",34,Ulricehamn
0,"digitala, tillgång nya tekniken obekväm, tillgång nya tekniken obekväm använda, tekniken obekväm använda, tekniken obekväm",3,Ulricehamn
1,"möten, läsning litteratur samarbetar, möten berättelser människor kunskap lokalberoende, litteratur samarbetar biblioteken, berättelser människor kunskap",3,Ulricehamn
2,"effektivitet, lärande verksamhetsmässiga geografiska gränser kommunens, samordnas maximal effektivitet full effektivitet, maximal effektivitet full, maximal effektivitet full effektivitet krävs",1,Ulricehamn
11,"sfs, 2020 2023, medan, lagen, 2023",1,Ulricehamn
12,"ulricehamns kommun, ulricehamns, ulricehamns kommun skapar, kommun, ulricehamns kommun utvecklas",1,Ulricehamn
14,"demokratiska, behövs åsikter bryts varandra, samhället sverige baseras medborgarnas, demokratiska samhället sverige baseras, baseras medborgarnas delaktighet",1,Ulricehamn
15,"köps, efterfrågan, andra bibliotek tas emot gåva, in grund kvalitetsbrister lånas heller, tas emot gåva",2,Ulricehamn
19,"2020 2023, 2023, boråsregionen sjuhärads kommunalförbunds, sjuhärads kommunalförbunds kulturplan 2020 2023, kommunalförbunds kulturplan",1,Ulricehamn
25,"ulricehamns kommun, ulricehamns, läge planperiodens slut meningen politiska, utveckling bibliotekens uppdrag utgångspunkt, nå hjälp bibliotek utbildningsbibliotek",1,Ulricehamn
29,"konstnärliga, lärande, livet information förmedlas såväl texter, lärande baseras även handens, utmaning trygghet",1,Ulricehamn
-1,"hällefors, folkbiblioteket, barn, finns, biblioteket",32,Hällefors
0,"it, utveckla strategier metoder överbrygga digitala, finns samhället huvudbiblioteket, strategier metoder överbrygga digitala, arrangerar it kurser seniorer erbjuder",1,Hällefors
1,"författarbesök, mötesplats, flexibel, föreläsningar, biblioteket",3,Hällefors
3,"hällefors, bibliotekslagen, biblioteksplan, biblioteksplanen, anger",1,Hällefors
4,"konsumtion produktion, hållbar konsumtion produktion, hållbar konsumtion, produktion, konsumtion",1,Hällefors
5,"2023, 2021, 2021 2023, biblioteksplanen, hällefors",2,Hällefors
9,"hällefors, hällefors kommun, andelen, riket, nyanlända andelen utrikesfödda",2,Hällefors
10,"svenska, nationella, särskild avdelning finskspråkig, biblioteken särskild avdelning finskspråkig, biblioteken särskild avdelning",2,Hällefors
12,"inriktningsmål, kommunen, kommunens, inriktningsmål mandatperioden 2019 2022, mandatperioden 2019 2022 folkbibliotekets roll",1,Hällefors
13,"barn, biblioteket, förskolorna, år, gång",6,Hällefors
18,"övrigt jämställdhet folkbiblioteket tillgängliga anpassade, verksamhet övrigt jämställdhet folkbiblioteket, användarnas behov 10, anpassade användarnas behov 10, verksamhet övrigt jämställdhet",1,Hällefors
19,"hällefors, hällefors kommun, stark hållbar framtid, stark hållbar, investerar",2,Hällefors
24,"timmar, hällefors, öppet, timmar veckan, veckan",1,Hällefors
25,"hällefors, biblioteksplanen, sfs, hällefors kommun, anger",1,Hällefors
-1,"sandvikens, folkbiblioteket, sandvikens kommun, barn, olika",51,Sandviken
0,"it, it miljö, digitala, kompetenshöjande, framkant ser",3,Sandviken
2,"huvudbiblioteket, olika arrangemang huvudbiblioteket, 52 timmar vecka dik dokumentation, programbok presenteras allas, olika biblioteksenheterna filialbiblioteken mål",1,Sandviken
3,"sandvikens, sandvikens kommun, kommun, sandviken sandvikens, sandviken sandvikens kommun",6,Sandviken
4,"nedsatt, finska, finskspråkiga, variationer, annat",1,Sandviken
6,"elever, cirka, bessemerbiblioteket, skolbibliotek, bessemerskolan",2,Sandviken
8,"personalens, projektet, 19 år kulturcentrum bibliotekets del, år kulturcentrum, användas strukturerat sätt utveckla",1,Sandviken
9,"äldre, år, tid möjlighet besöka folkbiblioteket synnerhet, arrangeras betydelse fler, beräknas kommunen",1,Sandviken
10,"svenska, nationella, annat, minoritetsspråken, modersmål",4,Sandviken
11,"kungliga biblioteket, kungliga, stockholm, sandvikens, stockholm kungliga biblioteket",7,Sandviken
12,"miljöfrågor, agenda 2030, agenda, kopplade, sandvikens kommun skrev november",2,Sandviken
